ra	dec	z	M_g	sector_completeness	nz	radial_weight	fiber_coll_weight	fogtmain	ilss	icomb	sector
      40.9280770544650068       1.0031926726956983      0.1906517     -21.6591262817382812      1.0000000      1.1603501      0.6805049       1.0000000000000000      1.0000000       49069       50095         735
      41.2979099019573823       0.8816726840998734      0.3904877     -22.2075634002685547      1.0000000      0.5739432      1.1648257       1.0000000000000000      0.9861111       49072       50098         746
      41.4662092032664873       1.0155157228932383      0.3935299     -21.7718715667724609      1.0000000      0.5550406      1.1921760       1.0000000000000000      0.9861111       49073       50099         746
      42.0746019212121496       0.9545260539343977      0.3699875     -22.0910148620605469      1.0000000      0.7615469      0.9487945       1.0000000000000000      0.9861111       49077       50103         746
      42.2670060089963044       0.8750338414487634      0.2381834     -21.6240806579589844      1.0000000      0.9440076      0.8038057       1.0000000000000000      0.9861111       49084       50110         746
      42.7967215579823232       0.9419326689487456      0.1921383     -22.0532932281494141      1.0000000      1.1473714      0.6868254       1.0000000000000000      1.0000000       49090       50116         743
      43.1050331998038700       0.9084578345521049      0.2327168     -21.6058883666992188      1.0000000      1.0117331      0.7606602       1.0000000000000000      1.0000000       49095       50121         742
      43.2436994532188237       1.0136264811046991      0.3461416     -21.3544940948486328      1.0000000      0.9609723      0.7925450       1.0000000000000000      0.9611651       49098       50124         752
      43.2523798018654588       1.0146402098932665      0.3444059     -21.6971225738525391      1.0000000      0.9838039      0.7778790       1.0000000000000000      0.9611651       49098       50124         752
      43.4931069770931913       0.8700352807482006      0.3578128     -21.8184833526611328      1.0000000      0.8626092      0.8626121       1.0000000000000000      0.9611651       49100       50126         752
      43.5778323086325940       0.9065042217491655      0.3208441     -22.2974586486816406      1.0000000      0.9149725      0.8238392       1.0000000000000000      0.9611651       49100       50126         752
      44.5076506289428835       0.8936703953343527      0.3256612     -21.6745243072509766      1.0000000      0.9379405      0.8079109       1.0000000000000000      1.0000000       49120       50146         751
      44.8387230350338086       0.9037957973386476      0.1972405     -21.6460113525390625      0.9848485      1.0999820      0.7109355       1.0000000000000000      1.0000000       49128       50154         748
      46.6428385393514304       0.9018232411810225      0.4201848     -22.2956199645996094      1.0000000      0.4017114      1.4726613       1.0000000000000000      0.9868421       49179       50209         754
      47.3943783936722411       0.9495175595999836      0.2409492     -22.1265525817871094      1.0000000      0.9297623      0.8135114       1.0000000000000000      0.9939394       49220       50253         764
      47.8183817734260970       0.9166486640591656      0.3132853     -22.0989723205566406      1.0000000      0.8388681      0.8814200       1.0000000000000000      0.9939394       49248       50281         764
      47.9482020194310508       0.9994758986321702      0.3729468     -21.2627086639404297      1.0000000      0.7292020      0.9801350       1.0000000000000000      0.9939394       49252       50288         764
      48.1510438427981740       0.9244095319714932      0.2006508     -21.4287014007568359      1.0000000      1.0621974      0.7314068       1.0000000000000000      0.9875000       49269       50305         763
      48.0760101142324174       0.9581382071831711      0.3693995     -21.8249893188476562      1.0000000      0.7680207      0.9427609       1.0000000000000000      0.9939394       49268       50304         764
      48.2454211529972099       0.9513595565137941      0.4586721     -22.3157196044921875      1.0000000      0.2810260      1.8073506       1.0000000000000000      0.9875000       49275       50311         763
      49.9796419049646374       1.0328739007937542      0.2107558     -21.2782764434814453      0.9888889      1.0241708      0.7532350       1.0000000000000000      0.9658120       49428       50475         770
      50.2695683386525616       0.9284949447589778      0.2138174     -21.7553253173828125      1.0000000      1.0399684      0.7440106       1.0000000000000000      0.9767442       49466       50513         769
      50.7868798547066262       0.8846355836273742      0.3090246     -21.8439941406250000      1.0000000      0.8086845      0.9065498       1.0000000000000000      1.0000000       49556       50603         766
      51.2046499694343993       1.0284517547771781      0.3091364     -21.7977695465087891      0.9955157      0.8089447      0.9063269       1.0000000000000000      0.9940476       49591       50641         776
      51.8113945825983819       0.9177577122957650      0.3732948     -21.6940002441406250      0.9955157      0.7254021      0.9839533       1.0000000000000000      0.9940476       49656       50707         776
      51.7306033165786516       0.9511075550952246      0.3171146     -21.7530765533447266      0.9955157      0.8802198      0.8491712       1.0000000000000000      0.9940476       49656       50707         776
      52.0776850220594838       0.9148226855384114      0.3190284     -22.0683593750000000      0.9955157      0.9001501      0.8344564       1.0000000000000000      0.9940476       49659       50710         776
      52.0271885352671006       0.9388047384753355      0.2090854     -21.7266502380371094      0.9955157      1.0185667      0.7565626       1.0000000000000000      0.9940476       49659       50710         776
      52.1880526704454155       0.9156105957607550      0.3242179     -21.4308586120605469      1.0000000      0.9321319      0.8118807       1.0000000000000000      0.9615384       49660       50711         775
      52.8893621591858505       0.8840763874681755      0.3052932     -21.8397464752197266      0.9965278      0.8086084      0.9066149       1.0000000000000000      0.9776536       49704       50759         782
      52.9404698902677637       1.0465531452697849      0.4230697     -22.1958465576171875      0.9965278      0.3892509      1.5013667       1.0000000000000000      0.9776536       49704       50759         782
      53.3921932241066202       0.8912781053339214      0.3887354     -21.9518470764160156      0.9965278      0.5849367      1.1494884       1.0000000000000000      0.9776536       49741       50796         782
      53.5005304575415721       1.0411603127143330      0.3748347     -21.2896766662597656      0.9965278      0.7084951      1.0013093       1.0000000000000000      0.9776536       49755       50810         782
      54.0117097257223691       0.8967335477574685      0.3540599     -21.7324581146240234      0.9965278      0.8774238      0.8512772       1.0000000000000000      0.9776536       49791       50848         782
      54.6214798879151999       0.8769974908606272      0.3035300     -21.9644737243652344      1.0000000      0.8118799      0.9038217       1.0000000000000000      0.9473684       49837       50894         778
      54.6477263288550148       0.9185107970865952      0.3242713     -21.4662685394287109      1.0000000      0.9323578      0.8117256       1.0000000000000000      0.9473684       49837       50894         778
      54.6719058173040366       0.9759716804252946      0.4084539     -21.6195755004882812      1.0000000      0.4609505      1.3499535       1.0000000000000000      0.9473684       49845       50902         778
      55.3114405841746475       1.0374993203206080      0.3625370     -21.6252021789550781      0.9943343      0.8366302      0.8832353       1.0000000000000000      0.9901478       49876       50933         784
      55.8883096180027792       0.9961345006513124      0.2340349     -21.8042888641357422      0.9943343      0.9928712      0.7722040       1.0000000000000000      0.9901478       49934       50996         784
      56.1892287533810304       0.9972288768467463      0.3964730     -22.2351589202880859      0.9943343      0.5367665      1.2198665       1.0000000000000000      0.9901478       49958       51020         784
      56.2006370068367005       0.9098204674296969      0.3975553     -22.0407009124755859      0.9943343      0.5301938      1.2301432       1.0000000000000000      0.9901478       49961       51023         784
      56.3495579092170829       1.0196144428526366      0.1832486     -22.0146789550781250      0.9943343      1.2275848      0.6495398       1.0000000000000000      0.9901478       49970       51033         784
      56.4662501073603380       0.9487370879416698      0.1841175     -21.7201900482177734      0.9943343      1.2187510      0.6534464       1.0000000000000000      0.9901478       49980       51043         784
      56.4990147701518026       0.9724807637839761      0.1621967     -21.4003944396972656      0.9943343      1.2310419      0.6480236       1.0000000000000000      0.9901478       49980       51043         784
      56.5125261216542185       1.0017910500068412      0.1860474     -22.1717300415039062      0.9533011      1.1996424      0.6620599       1.0000000000000000      0.9506173      303740      312178        3790
      56.4927744627671018       1.0202975254756301      0.4561903     -22.1974678039550781      1.0000000      0.2948266      1.7615699       1.0000000000000000      0.6666667       49978       51041         783
      56.8802951043608118       0.9396876595018315      0.1819576     -21.6941757202148438      0.9533011      1.2404219      0.6439453       1.0000000000000000      0.9506173      303760      312198        3790
      56.9924908168307525       0.9748690665220866      0.1846360     -22.1773262023925781      0.9533011      1.2134715      0.6558037       1.0000000000000000      0.9506173      303759      312197        3790
      57.0578960115357177       0.9908432500200784      0.2350157     -21.4898853302001953      0.9533011      0.9791955      0.7807953       1.0000000000000000      0.9506173      303774      312212        3790
      57.6023339445580405       0.9812619051875392      0.1650458     -21.7545566558837891      0.9533011      1.2486655      0.6404032       1.0000000000000000      0.9506173      303795      312233        3790
      57.9016810498916357       0.9732580060321834      0.3764592     -22.2565650939941406      0.9533011      0.6907161      1.0202335       1.0000000000000000      0.9506173      303816      312255        3790
      58.0203251554130475       0.9465647197024643      0.3748533     -22.1509037017822266      0.9533011      0.7082916      1.0015219       1.0000000000000000      0.9506173      303825      312264        3790
      58.3219367116020067       0.8731217918776387      0.3237897     -21.4274787902832031      0.9533011      0.9302792      0.8131552       1.0000000000000000      0.9506173      303849      312288        3790
      58.4363992173336442       1.0222505283155150      0.1989025     -21.6275444030761719      0.9533011      1.0813854      0.7208658       1.0000000000000000      0.9506173      303856      312295        3790
     180.1646855224109345      -1.0507707959248473      0.2635543     -21.4148941040039062      0.9884616      0.8207163      0.8963627       1.0000000000000000      0.8548387       64537       66123         278
     240.6910766911914266      -0.5707135817947865      0.1943174     -21.8718643188476562      0.9943182      1.1281341      0.6964127       1.0000000000000000      0.8115942       84292       86322         474
     244.2099601270345204      -0.4970103819118319      0.3986515     -21.4637641906738281      0.9936709      0.5235772      1.2406650       1.0000000000000000      0.8181818       84394       86429         470
     244.3374804146707504      -0.4299529431454374      0.4170079     -21.9242782592773438      0.9936709      0.4147423      1.4437927       1.0000000000000000      0.8181818       84397       86432         470
     244.5331794094552436      -0.4433778570400820      0.4031112     -22.0358905792236328      0.9936709      0.4964347      1.2857791       1.0000000000000000      0.8181818       84400       86435         470
     244.7707599451343299      -0.4981069831437432      0.4358312     -21.8002262115478516      0.9936709      0.3225431      1.6762933       1.0000000000000000      0.8181818       84406       86441         470
     244.8196003100739233      -0.4324248161655684      0.4183352     -21.7356014251708984      0.9936709      0.4092640      1.4557904       1.0000000000000000      0.8181818       84406       86441         470
     245.0259824585685919      -0.4682075620946219      0.3310301     -21.3368015289306641      0.9936709      0.9606724      0.7927414       1.0000000000000000      0.8181818       84409       86444         470
     245.1975021917474180      -0.4798646025442790      0.3976909     -21.9229068756103516      0.9719626      0.5293735      1.2314380       1.0000000000000000      0.8309859       84414       86449         469
     245.7368074915023612      -0.4269616761413018      0.4256459     -22.3625640869140625      0.9719626      0.3744211      1.5370238       1.0000000000000000      0.8309859       84428       86463         469
     249.5212393679048262      -0.4660127895095817      0.4227384     -22.0691871643066406      0.9950495      0.3907634      1.4978230       1.0000000000000000      0.8230769       84496       86531         466
